species,longitude,latitude,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
pabulinus,126.794687,36.71556,119,106,28,9571,299,-73,372,235,-8,238,-8,1218,276,27,78,664,91,653,91
pabulinus,127.680756,37.003715,104,115,28,10234,291,-109,400,225,-34,231,-34,1274,334,24,87,725,81,724,81
pabulinus,128.207887,35.453354,122,113,31,8909,292,-67,359,233,25,233,4,1402,297,21,79,770,90,770,90
pabulinus,126.98839,34.863401,129,101,29,8884,300,-46,346,240,13,240,13,1447,275,30,70,752,115,752,115
pabulinus,142.806329,43.684983,16,88,23,10342,204,-177,381,143,-118,143,-118,1470,187,73,29,519,247,519,247
pabulinus,138.139748,35.422584,24,80,25,8346,183,-137,320,126,-83,130,-83,2412,332,67,50,974,220,972,220
pabulinus,137.448534,35.882291,28,79,24,8674,192,-132,324,134,-83,137,-83,2247,313,77,48,910,242,904,242
pabulinus,138.403036,36.52683,52,96,27,8712,225,-118,343,163,-59,163,-59,1702,234,61,48,693,191,693,191
pabulinus,13.216667,46.983333,37,92,33,6493,182,-96,278,118,-38,118,-48,1260,147,67,26,434,209,434,224
pabulinus,73.90657,60.29494,-20,93,19,13645,229,-255,484,155,-175,155,-196,553,79,20,42,227,72,227,83
pabulinus,92.78156,55.94837,5,104,23,12309,241,-208,449,163,-130,163,-156,501,83,14,52,219,48,219,58
pabulinus,92.16987,52.59679,-32,125,23,14601,225,-307,532,145,-206,145,-231,652,110,19,54,290,63,290,68
pabulinus,28.72675,60.73303,45,72,22,8903,222,-105,327,104,-23,162,-67,687,83,34,30,233,113,204,142
pabulinus,95.42763,51.74713,-48,137,23,16513,229,-354,583,145,-247,145,-276,436,97,8,73,231,31,231,33
